resolved_openml_id,source_pools,source_dataset_ids,dataset_name,openml_version,retrieval_timestamp_utc,prefilter_skip,prefilter_reason,description_excerpt,objective_eligible,error,fail_stage,target_name,class_labels,minority_label,majority_label,n_rows,n_source_features,n_numeric,n_categorical,n_continuous,n_integer_valued_numeric,missing_indicator_count,n_encoded_features,n_minority,n_majority,minority_prevalence,missing_fraction,max_balanced_train_size,raw_checksum,objective_checks_json,dtype_disagreement,dtype_disagreement_json,prevalence_upper_bound_used,check_binary,check_rows_in_range,check_has_continuous,check_prevalence_ge_0_02,check_prevalence_le_upper,check_minority_count_ge_250,check_missing_lt_10pct,check_encoded_features_le_100,check_tabpfn_envelope_balanced_train_le_10000
1489,climb,climb:1489,phoneme,1,2026-08-31T21:14:16.857825+00:00,False,,"**Author**: Dominique Van Cappel, THOMSON-SINTRA  
**Source**: [KEEL](http://sci2s.ugr.es/keel/dataset.php?cod=105#sub2), [ELENA](https://www.elen.ucl.ac.be/neural-nets/Research/Projects/ELENA/databases/REAL/phoneme/) - 1993  
**Please cite**: None  

The aim of this dataset is to distinguish between nasal (class 0) and oral sounds (class 1). Five different attributes were chosen to characterize each vowel: they are the amplitudes of the five first harmonics AHi, normalised by the total energy Ene (integrated on all the frequencies): AHi/Ene. The phonemes are transcribed as follows: sh as in she, dcl as in dark, iy as the vowel in she, aa as the vowel in dark, and ao as the first vowel in water.  

### Source

The current dataset was formatted by the KEEL repository, but originally hosted ",True,,,Class,1|2,2,1,5404.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,1586.0,3818.0,0.2934863064396743,0.0,3818.0,c6b2d6cce799e15d6629333d542f6ec0a703eade0fa7c0ca22e712520e84fc16,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
1490,climb,climb:1490,planning-relax,1,2026-08-31T21:14:16.897152+00:00,True,quality_rows_out_of_range:182.0,"**Author**: Rajen Bhatt  

**Source**: UCI 

**Please cite**: Rajen Bhatt, 'Planning-Relax Dataset for Automatic Classification of EEG Signals', UCI Machine Learning Repository


* Title:

Planning Relax Data Set 


* Abstract: 

The dataset concerns with the classification of two mental stages from recorded EEG signals: Planning (during imagination of motor act) and Relax state.

* Data Set Characteristics:  

Univariate
Number of Instances: 182
Area: Computer
Attribute Characteristics: Real
Number of Attributes: 13
Associated Tasks: Classification
Missing Values? N/A

* Source:

Rajen Bhatt, rajen.bhatt '@' gmail.com, IIT Delhi


* Data Set Information:

EEG record contains many regular oscillations, which are believed to reflect synchronized rhythmic activity in a group of neurons. Most",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,climb,climb:1506,thoracic-surgery,1,2026-08-31T21:14:16.898303+00:00,True,quality_rows_out_of_range:470.0,"**Author**:   
**Source**: UCI    
**Please cite**: Zikeba, M., Tomczak, J. M., Lubicz, M., & Swikatek, J. (2013). Boosted SVM for extracting rules from imbalanced data in application to prediction of the post-operative life expectancy in the lung cancer patients. Applied Soft Computing.   

  
* Title: 
Thoracic Surgery Data Data Set 

* Abstract: 
The data is dedicated to classification problem related to the post-operative life expectancy in the lung cancer patients: class 1 - death within one year after surgery, class 2 - survival.

* Source:
Creators: Marek Lubicz (1), Konrad Pawelczyk (2), Adam Rzechonek (2), Jerzy Kolodziej (2) 
-- (1) Wroclaw University of Technology, wybrzeze Wyspianskiego 27, 50-370, Wroclaw, Poland 
-- (2) Wroclaw Medical University, wybrzeze L. Pasteura 1, 50-3",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,climb,climb:1508,user-knowledge,1,2026-08-31T21:14:16.899417+00:00,True,quality_not_binary:5.0,"**Author**:   
**Source**: UCI    
**Please cite**:  H. T. Kahraman, Sagiroglu, S., Colak, I., Developing intuitive knowledge classifier and modeling of users' domain dependent data in web, Knowledge Based Systems, vol. 37, pp. 283-295, 2013.   

* Title:  

User Knowledge Modeling Data Set 

* Abstract: 

It is the real dataset about the students' knowledge status about the subject of Electrical DC Machines. The dataset had been obtained from Ph.D. Thesis.

* Source:

-- Creators: Hamdi Tolga Kahraman (htolgakahraman '@' yahoo.com) 
-- Institution: Faculty of Technology, Department of Software Engineering, Karadeniz Technical University, Trabzon, Turkiye 
-- Creators: Ilhami Colak (icolak '@' gazi.edu.tr) 
-- Institution: Faculty of Technology, Department of Electrical and Electronics Eng",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,climb,climb:1509,walking-activity,1,2026-08-31T21:14:16.900453+00:00,True,quality_not_binary:22.0,"**Author**: P. Casale, O. Pujol, P. Radeva.    
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/User+Identification+From+Walking+Activity)  
**Please cite**: Casale, P. Pujol, O. and Radeva, P. 'Personalization and user verification in wearable systems using biometric walking patterns' Personal and Ubiquitous Computing, 16(5), 563-580, 2012

**User Identification From Walking Activity Data Set**  
The dataset collects data from an Android smartphone positioned in the chest pocket. Accelerometer Data are collected from 22 participants walking in the wild over a predefined path. The dataset is intended for Activity Recognition research purposes. It provides challenges for identification and authentication of people using motion patterns. 

**Note: the original per-user datasets wer",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,climb,climb:1511,wholesale-customers,1,2026-08-31T21:14:16.901470+00:00,True,quality_rows_out_of_range:440.0,"**Author**: Margarida G. M. S. Cardoso      
**Source**: UCI     
**Please cite**: Abreu, N. (2011). Analise do perfil do cliente Recheio e desenvolvimento de um sistema promocional. Mestrado em Marketing, ISCTE-IUL, Lisbon.  

* Title:   
Wholesale customers Data Set 

* Abstract:   
The data set refers to clients of a wholesale distributor. It includes the annual spending in monetary units (m.u.) on diverse product categories

* Source:  
Margarida G. M. S. Cardoso, margarida.cardoso '@' iscte.pt, ISCTE-IUL, Lisbon, Portugal

* Attribute Information:

1) FRESH: annual spending (m.u.) on fresh products (Continuous); 
2) MILK: annual spending (m.u.) on milk products (Continuous); 
3) GROCERY: annual spending (m.u.)on grocery products (Continuous); 
4) FROZEN: annual spending (m.u.)on froze",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,climb,climb:1524,vertebra-column,2,2026-08-31T21:14:16.902481+00:00,True,quality_rows_out_of_range:310.0,"**Author**: Guilherme de Alencar Barreto, Ajalmar R. da Rocha Neto, Henrique Antonio Fonseca da Mota Filho       
**Source**: [original](http://www.openml.org/d/1523) - UCI   
**Please cite**:   

* Dataset Title: Vertebra Column - 2 classes

* Abstract:   
Data set containing values for six biomechanical features used to classify orthopaedic patients into 3 classes (normal, disk hernia or spondilolysthesis) or 2 classes (normal or abnormal).

* Source:

Guilherme de Alencar Barreto (guilherme '@' deti.ufc.br) & Ajalmar R. da Rocha Neto (ajalmar '@' ifce.edu.br), Department of Teleinformatics Engineering, Federal University of Ceará, Fortaleza, Ceará, Brazil. 

Henrique Antonio Fonseca da Mota Filho (hdamota '@' gmail.com), Hospital Monte Klinikum, Fortaleza, Ceará, Brazil.


* Data Set In",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,climb,climb:1558,bank-marketing,2,2026-08-31T21:14:16.903493+00:00,False,,"**Author**: Paulo Cortez, Sérgio Moro   
**Source**: [original] (http://www.openml.org/d/1461) - UCI    
**Please cite**: S. Moro, R. Laureano and P. Cortez. Using Data Mining for Bank Direct Marketing: An Application of the CRISP-DM Methodology. In P. Novais et al. (Eds.), Proceedings of the European Simulation and Modelling Conference - ESM'2011, pp. 117-121, Guimarães, Portugal, October, 2011. EUROSIS.       

* Dataset:   
Reduced version (10 % of the examples) of bank-marketing dataset.",False,,objective,Class,1|2,2,1,4521.0,16.0,7.0,9.0,0.0,7.0,0.0,16.0,521.0,4000.0,0.11523999115239991,0.0,4000.0,a0be30a6c5735611e3051eb3827ca03da1247e881335a3b2eaa6e365148374f3,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,True,True,True,True
1565,climb,climb:1565,heart-h,3,2026-08-31T21:14:16.941429+00:00,True,quality_not_binary:5.0,"**Author**: Hungarian Institute of Cardiology. Budapest: Andras Janosi, M.D.     
**Source**: [original](http://www.openml.org/d/51) - UCI      
**Please cite**: Hungarian Institute of Cardiology. Budapest: Andras Janosi, M.D.       

* Dataset:
This is a reprocessed version of heart-h (hungarian), the heart disease reprocessed hungarian dataset from UCI.",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,climb,climb:1600,SPECTF,2,2026-08-31T21:14:16.942549+00:00,True,quality_rows_out_of_range:267.0,"**Author**: Krzysztof J. Cios"",""Lukasz A.  
**Source**: [original](https://archive.ics.uci.edu/ml/datasets/SPECTF+Heart) - Date unknown  
**Please cite**:   

This is a corrected version of the previous data file in version 1, which contained a dataset (349 instances) incorrectly merged from the original training and test sets available on UCI (there are actually 2 test sets there, one of them is incorrect). 
This file fixes that problem by merging the training set with the correct test set, resulting 267 instances.

SPECTF heart data:

This is a merged version of the separate train and test set which are usually distributed. On OpenML this train-test split can be found as one of the possible tasks.

NOTE: See the SPECT heart data for binary data for the same classification task.

Sources:",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40671,climb,climb:40671,ecoli,3,2026-08-31T21:14:16.943640+00:00,True,quality_not_binary:5.0,ecoli-pmlb,False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40707,climb,climb:40707,allbp,1,2026-08-31T21:14:16.944646+00:00,True,quality_not_binary:3.0,allbp-pmlb,False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40713,climb,climb:40713,dis,1,2026-08-31T21:14:16.945622+00:00,False,,dis-pmlb,False,,objective,class,0|1,0,1,3772.0,29.0,6.0,23.0,0.0,6.0,0.0,29.0,58.0,3714.0,0.015376458112407211,0.0,3714.0,905f167c76af0253806fece281acd911e90415a70cfedc5f136223d398273751,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": false, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,False,True,False,True,True,True
40900,climb,climb:40900,Satellite,1,2026-08-31T21:14:16.984535+00:00,False,,"**Author**: Markus Goldstein  
**Source**: [Dataverse](http://www.madm.eu/downloads https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OPQMVF)  
**Please cite**:   

The satellite dataset comprises of features extracted from satellite observations. In particular, each image was taken under four different light wavelength, two in visible light (green and red) and two infrared images. The task of the original dataset is to classify the image into the soil category of the observed region. 

### Classes
We defined the soil classes &ldquo;red soil&rdquo;, &ldquo;gray soil&rdquo;, &ldquo;damp gray soil&rdquo; and &ldquo;very damp gray soil&rdquo; as the normal class. From the semantically different classes &ldquo;cotton crop&rdquo; and &ldquo;soil with vegetation stubble&rd",False,,objective,Target,Normal|Anomaly,Anomaly,Normal,5100.0,36.0,36.0,0.0,0.0,36.0,0.0,36.0,75.0,5025.0,0.014705882352941176,0.0,5026.0,8bca4c37735474fceb7e45941540e630b2e3271948dea27986442308d3eecbf8,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": false, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,False,True,False,True,True,True
40983,climb,climb:40983,wilt,2,2026-08-31T21:14:17.024415+00:00,False,,"**Author**: Brian Johnson     
**Source**: [UCI] (https://archive.ics.uci.edu/ml/datasets/Wilt)  
**Please cite**: Johnson, B., Tateishi, R., Hoan, N., 2013. A hybrid pansharpening approach and multiscale object-based image analysis for mapping diseased pine and oak trees. International Journal of Remote Sensing, 34 (20), 6969-6982.   

__Changes w.r.t. version 1: renamed variables such that they match description.__


### Dataset:  
Wilt Data Set 

### Abstract:    
High-resolution Remote Sensing data set (Quickbird). Small number of training samples of diseased trees, large number for other land cover. Testing data set from stratified random sample of image.

### Source:
  
Brian Johnson; 
Institute for Global Environmental Strategies; 
2108-11 Kamiyamaguchi, Hayama, Kanagawa,240-0115 Ja",True,,,class,1|2,2,1,4839.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,261.0,4578.0,0.05393676379417235,0.0,4578.0,caba7c5bbe82e1f0798798eed469aa5ad2721d036d3b86fd0ed0dda0cdfb960e,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
41150,climb,climb:41150,MiniBooNE,1,2026-08-31T21:14:17.059480+00:00,True,quality_rows_out_of_range:130064.0,"**Source:** [UCI](https://archive.ics.uci.edu/ml/datasets/MiniBooNE+particle+identification#)

Byron Roe (byronroe '@' umich.edu)
Department of Physics University of Michigan
Ann Arbor, MI 48109


**Data Set Information:**

This dataset is taken from the MiniBooNE experiment and is used to distinguish electron neutrinos (signal) from muon neutrinos (background).

This dataset is ordered. It first contains all signal observations, and then background observations.


**Attribute Information:**

50 particle ID variables (real) for each event.


**Relevant Papers:**

B. Roe et al., 'Boosted Decision Trees, an Alternative to Artificial Neural Networks' <[Web Link](https://arxiv.org/abs/physics/0408124)>,
arXiv:physics/0408124, Nucl. Instrum. Meth. A543, 577 (2005).",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41156,climb,climb:41156,ada,1,2026-08-31T21:14:17.060625+00:00,False,,"The goal of this challenge is to expose the research community to real world datasets of interest to 4Paradigm. All datasets are formatted in a uniform way, though the type of data might differ. The data are provided as preprocessed matrices, so that participants can focus on classification, although participants are welcome to use additional feature extraction procedures (as long as they do not violate any rule of the challenge). All problems are binary classification problems and are assessed with the normalized Area Under the ROC Curve (AUC) metric (i.e. 2*AUC-1).
                   The identity of the datasets and the type of data is concealed, though its structure is revealed. The final score in  phase 2 will be the average of rankings  on all testing datasets, a ranking will be gener",False,,objective,class,0|1,1,0,4147.0,48.0,48.0,0.0,0.0,48.0,0.0,48.0,1029.0,3118.0,0.24813117916566194,0.0,3118.0,08e39f6291c0b40ae4e8ff89c062349905bbb544454735eaa45e54e86374a682,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,True,True,True,True
41168,climb,climb:41168,jannis,1,2026-08-31T21:14:17.099091+00:00,True,quality_not_binary:4.0,"SOURCE: [ChaLearn Automatic Machine Learning Challenge (AutoML)](https://competitions.codalab.org/competitions/2321), [ChaLearn](https://automl.chalearn.org/data) 

This is a ""supervised learning"" challenge in machine learning. We are making available 30 datasets, all pre-formatted in given feature representations (this means that each example consists of a fixed number of numerical coefficients). The challenge is to solve classification and regression problems, without any further human intervention.

The difficulty is that there is a broad diversity of data types and distributions (including balanced or unbalanced classes, sparse or dense feature representations, with or without missing values or categorical variables, various metrics of evaluation, various proportions of number of featu",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41169,climb,climb:41169,helena,1,2026-08-31T21:14:17.100159+00:00,True,quality_not_binary:100.0,"**SOURCE:** [ChaLearn Automatic Machine Learning Challenge (AutoML)](https://competitions.codalab.org/competitions/2321), [ChaLearn](https://automl.chalearn.org/data)
This is a ""supervised learning"" challenge in machine learning. We are making available 30 datasets, all pre-formatted in given feature representations (this means that each example consists of a fixed number of numerical coefficients). The challenge is to solve classification and regression problems, without any further human intervention.

The difficulty is that there is a broad diversity of data types and distributions (including balanced or unbalanced classes, sparse or dense feature representations, with or without missing values or categorical variables, various metrics of evaluation, various proportions of number of fea",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41671,climb,climb:41671,microaggregation2,1,2026-08-31T21:14:17.101167+00:00,True,quality_not_binary:5.0,microaggregation2_nominal,False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41945,climb,climb:41945,ilpd-numeric,2,2026-08-31T21:14:17.102156+00:00,False,,The ILPD liver dataset from the OpenCC18 with the gender binary encoded so all features are numeric,False,,objective,Class,1|2,2,1,583.0,10.0,10.0,0.0,5.0,5.0,0.0,10.0,167.0,416.0,0.2864493996569468,0.0,416.0,77ba1f7e68ea3faf98c797e7100f6aa643b79f17e9a4d8d96f95a8ff6986cf29,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,False,True,True,True
41946,climb,climb:41946,Sick_numeric,2,2026-08-31T21:14:17.119263+00:00,False,,Sick dataset from the opencc18 with all textual binary variables label encoded.,False,,objective,Class,negative|sick,sick,negative,3772.0,29.0,29.0,0.0,0.0,29.0,0.0,29.0,231.0,3541.0,0.0612407211028632,0.0,3540.0,71426f3ae9630c8b20f144778cbb0d00c45aedee6c4bd86360a4cc5ff8c487da,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,False,True,True,True
42178,climb,climb:42178,telco-customer-churn,1,2026-08-31T21:14:17.151958+00:00,False,,"Context
""Predict behavior to retain customers. You can analyze all relevant customer data and develop focused customer retention programs."" [IBM Sample Data Sets]

Content
Each row represents a customer, each column contains customer's attributes described on the column Metadata.

The data set includes information about:

Customers who left within the last month - the column is called Churn
Services that each customer has signed up for - phone, multiple lines, internet, online security, online backup, device protection, tech support, and streaming TV and movies
Customer account information - how long they've been a customer, contract, payment method, paperless billing, monthly charges, and total charges
Demographic info about customers - gender, age range, and if they have partners and dep",True,,,Churn,No|Yes,Yes,No,7043.0,19.0,3.0,16.0,1.0,2.0,0.0,19.0,1869.0,5174.0,0.2653698707936959,0.0,5174.0,86fb1c0919c05313b3d5ebbd0b1e3e84aab599a93f02afe2db07bf670a559b81,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
42397,climb,climb:42397,CreditCardFraudDetection,2,2026-08-31T21:14:17.202881+00:00,True,quality_rows_out_of_range:284807.0,"**Source**: Unknown - Date unknown  
**Please cite**: Andrea Dal Pozzolo, Olivier Caelen, Reid A. Johnson and Gianluca Bontempi. Calibrating Probability with Undersampling for Unbalanced Classification. In Symposium on Computational Intelligence and Data Mining (CIDM), IEEE, 2015  

Context
It is important that credit card companies are able to recognize fraudulent credit card transactions so that customers are not charged for items that they did not purchase.

Content
The datasets contains transactions made by credit cards in September 2013 by european cardholders. This dataset presents transactions that occurred in two days, where we have 492 frauds out of 284,807 transactions. The dataset is highly unbalanced, the positive class (frauds) account for 0.172% of all transactions.

It conta",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42477,climb,climb:42477,default-of-credit-card-clients,1,2026-08-31T21:14:17.203983+00:00,True,quality_rows_out_of_range:30000.0,"**Author**: Yeh, I. C., & Lien, C. H
**Source**: [original](https://archive.ics.uci.edu/ml/datasets/default+of+credit+card+clients#) - 2016-01-26  
**Please cite**: Yeh, I. C., & Lien, C. H. (2009). The comparisons of data mining techniques for the predictive accuracy of probability of default of credit card clients. Expert Systems with Applications, 36(2), 2473-2480.

   

Data Set Information:

This research aimed at the case of customersâ€™ default payments in Taiwan and compares the predictive accuracy of probability of default among six data mining methods. From the perspective of risk management, the result of predictive accuracy of the estimated probability of default will be more valuable than the binary result of classification - credible or not credible clients. Because the real ",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43439,climb,climb:43439,Medical-Appointment-No-Shows,1,2026-08-31T21:14:17.205049+00:00,True,quality_rows_out_of_range:110527.0,"Context
A person makes a doctor appointment, receives all the instructions and no-show. Who to blame? 
If this help you studying or working, please dont forget to upvote :).  Reference to Joni Hoppen and Aquarela Advanced Analytics  Aquarela
Greetings! 
Content
110.527 medical appointments its 14 associated variables (characteristics). The most important one if the patient show-up or no-show to the appointment.  Variable names are self-explanatory, if you have doubts, just let me know! 
scholarship variable means this concept = https://en.wikipedia.org/wiki/Bolsa_FamC3ADlia
14 variables 
Data Dictionary
01 - PatientId

Identification of a patient

02 - AppointmentID

Identification of each appointment

03 - Gender

Male or Female . Female is the greater proportion, woman takes way more car",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43551,climb,climb:43551,Employee-Turnover-at-TECHCO,1,2026-08-31T21:14:17.206093+00:00,True,quality_rows_out_of_range:34452.0,"Context
These are simulated data based on employee turnover data in a real technology company in India (we refer to this company by a pseudonym, 'TECHCO'). These data can be used to analyze drivers of turnover at TECHCO. The original dataset was analyzed in the paper Machine Learning for Pattern Discovery in Management Research (SSRN version here). This publicly offered dataset is simulated based on the original data for privacy considerations. Along with the accompanying Python Kaggle code and R Kaggle code, this dataset will help readers learn how to implement the ML techniques in the paper. The data and code demonstrate how ML can be useful for discovering nonlinear and interactive patterns between variables that may otherwise have gone unnoticed. 
Content
This dataset includes 1,191 en",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43893,climb,climb:43893,ibm-employee-attrition,1,2026-08-31T21:14:17.207106+00:00,False,,"IBM Employee Attrition Data 
 The dataset used in the code pattern is supplied by Kaggle and contains HR analytics data of employees
that stay and leave. The types of data include metrics such as education level, job satisfactions, and commmute distance. 
 The dataset was obtained
from https://github.com/IBM/employee-attrition-aif360. 

The dataset is available under the Open Dataset License and the Database Content License.",False,,objective,Attrition,No|Yes,Yes,No,1470.0,34.0,26.0,8.0,0.0,26.0,0.0,34.0,237.0,1233.0,0.16122448979591836,0.0,1234.0,08de75675149b7982e6b1f447864d10fd10bfd58628ca2bae766f13a4d26de49,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,False,True,True,True
43903,climb,climb:43903,Diabetes-130-Hospitals_(Fairlearn),2,2026-08-31T21:14:17.232341+00:00,True,quality_rows_out_of_range:101766.0,"The ""Diabetes 130-Hospitals"" dataset represents 10 years of clinical care at 130 U.S. hospitals and delivery networks, collected from 1999 to 2008. Each record represents the hospital admission record for a patient diagnosed with diabetes whose stay lasted between one to fourteen days. The features describing each encounter include demographics, diagnoses, diabetic medications, number of visits in the year preceding the encounter, and payer information, as well as whether the patient was readmitted after release, and whether the readmission occurred within 30 days of the release.

The original ""Diabetes 130-Hospitals"" dataset was collected by Beata Strack, Jonathan P. DeShazo, Chris Gennings, Juan L. Olmo, Sebastian Ventura, Krzysztof J. Cios, and John N. Clore in 2014.

This version of th",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43904,climb,climb:43904,law-school-admission-bianry,3,2026-08-31T21:14:17.233397+00:00,True,quality_rows_out_of_range:20800.0,"Law School Admissions (Binarized) 
 Survey among students attending law school in the U.S. in 1991. 
 The dataset was obtained from the R-package fairml. 
 The response variable has been changed to a binary version: Whether ugpa is greater than 3.
 The race1 variables has been binarized to labels white and non-white.",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43925,climb,climb:43925,eucalyptus,4,2026-08-31T21:14:17.234384+00:00,True,quality_not_binary:4.0,"jobScheduling: HPC Job Scheduling Data
In AppliedPredictiveModeling: Functions and Data Sets for 'Applied Predictive Modeling'",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44232,climb,climb:44232,UCI_churn,1,2026-08-31T21:14:17.235354+00:00,False,,No description available,True,,,churn,False|True,True,False,3333.0,20.0,16.0,4.0,8.0,8.0,0.0,20.0,483.0,2850.0,0.14491449144914492,0.0,2850.0,eef3ef855de7c814edc22d985ed6b69d0772f5cbe2381b9147a1ec664a4402a9,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
45067,climb,climb:45067,okcupid_stem,1,2026-08-31T21:14:17.268608+00:00,True,quality_not_binary:3.0,"User profile data for San Francisco OkCupid users published in [Kim, A. Y., & Escobedo-Land, A. (2015). OKCupid data for introductory statistics and data science courses. Journal of Statistics Education, 23(2).]. The curated dataset was downloaded from [https://github.com/rudeboybert/JSE_OkCupid]. The original dataset was created with the use of a python script that pulled the data from public profiles on www.okcupid.com on 06/30/2012. It includes people (n = 59946) within a 25 mile radius of San Francisco, who were online in the last year (06/30/2011), with at least one profile picture. Permission to use this data was obtained by the author of the original paper from OkCupid president and co-founder Christian Rudder under the condition that the dataset remains public. As target, the varia",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45068,climb,climb:45068,adult,4,2026-08-31T21:14:17.269673+00:00,True,quality_rows_out_of_range:48842.0,Prediction task is to determine whether a person makes over 50K a year. Extraction was done by Barry Becker from the 1994 Census database. A set of reasonably clean records was extracted using the following conditions: ((AAGE>16) && (AGI>100) && (AFNLWGT>1)&& (HRSWK>0)),False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45548,climb,climb:45548,Otto-Group-Product-Classification-Challenge,1,2026-08-31T21:14:17.270653+00:00,True,quality_not_binary:9.0,"## Overview

The Otto Group is one of the world's biggest e-commerce companies, with subsidiaries in more than 20 countries, including Crate & Barrel (USA), Otto.de (Germany) and 3 Suisses (France). We are selling millions of products worldwide every day, with several thousand products being added to our product line.

A consistent analysis of the performance of our products is crucial. However, due to our diverse global infrastructure, many identical products get classified differently. Therefore, the quality of our product analysis depends heavily on the ability to accurately cluster similar products. The better the classification, the more insights we can generate about our product range.

For this competition, we have provided a dataset with 93 features for more than 200,000 products. ",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
